"parche_id","area_ha","ocupado","distancia_mas_cercano_km","calidad_habitat","heterocigosidad","riqueza_especies","x","y","prob_colonizacion","prob_extincion","criticidad"
1,24.7,TRUE,2.98,"Media",0.429,29,96.56,78.31,0.176,0.61,0.293
2,133.1,TRUE,0.94,"Baja",0.635,36,35.89,13.59,0.754,0.07,0.7
3,39.5,TRUE,7.27,"Media",0.643,31,0.75,69.97,0.062,0.454,0.348
4,114.4,FALSE,4.44,"Baja",0.715,36,4.85,12.76,0.245,0.101,0.43
5,26.6,TRUE,3.25,"Media",0.499,29,35.28,26.92,0.169,0.587,0.3
6,52.8,TRUE,5.36,"Media",0.461,32,30.69,79.12,0.126,0.348,0.398
7,88.5,FALSE,2.89,"Baja",0.411,35,33.4,97.5,0.343,0.17,0.332
8,76.5,TRUE,2.44,"Baja",0.434,34,24.22,69.05,0.365,0.217,0.487
9,94,TRUE,5.15,"Alta",0.377,35,78.71,95.63,0.179,0.153,0.853
10,57,TRUE,0.79,"Baja",0.539,33,40.81,74.31,0.516,0.32,0.414
11,63.2,FALSE,3.4,"Media",0.543,33,17.86,72.28,0.248,0.283,0.237
12,88.6,TRUE,5.57,"Baja",0.45,35,23.49,97.92,0.153,0.17,0.533
13,91.1,TRUE,7.44,"Baja",0.417,35,12.29,21.85,0.089,0.162,0.542
14,32.8,TRUE,1.47,"Baja",0.436,30,69.22,38.87,0.319,0.519,0.323
15,117.3,TRUE,3.31,"Baja",0.792,36,69.06,34.3,0.348,0.096,0.641
