parche_id,area_ha,ocupado,distancia_mas_cercano_km,calidad_habitat,heterocigosidad,riqueza_especies,x,y,prob_colonizacion,prob_extincion,criticidad
1,149.0,False,7.98,Alta,0.0,0,85.31,83.34,0.091,0.051,0.8
2,136.5,False,3.87,Baja,0.0,0,40.26,37.6,0.3,0.065,0.458
3,82.0,True,7.84,Baja,0.734,34,99.9,35.55,0.071,0.194,0.475
4,35.6,False,1.75,Baja,0.0,0,50.44,58.23,0.289,0.491,0.119
5,35.6,False,2.51,Baja,0.0,0,52.32,2.44,0.23,0.491,0.119
6,120.7,False,1.87,Media,0.0,0,26.7,58.61,0.514,0.089,0.405
7,120.6,False,6.39,Alta,0.0,0,55.34,45.14,0.132,0.09,0.705
8,38.6,True,2.32,Baja,0.5,31,44.96,29.69,0.254,0.462,0.33
9,32.6,True,5.04,Media,0.521,30,23.82,83.19,0.103,0.521,0.309
10,26.9,False,4.76,Alta,0.0,0,22.77,13.56,0.102,0.584,0.39
11,87.8,True,5.15,Alta,0.381,34,72.27,48.18,0.164,0.173,0.795
12,65.5,True,4.72,Baja,0.529,33,21.65,70.52,0.161,0.27,0.42
