parche_id,area_ha,ocupado,distancia_mas_cercano_km,calidad_habitat,heterocigosidad,riqueza_especies,x,y,prob_colonizacion,prob_extincion,criticidad
1,56.8,False,6.74,Media,0.0,0,73.82,88.99,0.095,0.321,0.258
2,73.1,False,6.3,Alta,0.0,0,6.28,53.45,0.123,0.232,0.632
3,104.7,False,1.08,Media,0.0,0,47.19,51.46,0.706,0.123,0.476
4,92.4,True,4.92,Baja,0.506,35,59.32,69.7,0.209,0.158,0.62
5,75.0,True,0.95,Baja,0.764,34,60.49,68.32,0.621,0.223,0.541
6,72.4,True,3.81,Media,0.363,34,64.59,17.78,0.259,0.235,0.529
7,83.2,True,5.08,Media,0.382,34,89.33,38.0,0.189,0.189,0.578
8,11.6,True,2.88,Baja,0.558,26,35.76,20.81,0.137,0.793,0.253
9,88.8,True,1.26,Baja,0.362,35,65.12,71.85,0.616,0.169,0.604
10,81.0,False,1.36,Alta,0.0,0,88.19,9.42,0.571,0.198,0.668
11,110.0,False,1.99,Baja,0.0,0,26.71,60.58,0.55,0.111,0.5
